product_id,product_name,category,returns_percent,risk_level,news_summary,user_id,user_age,user_risk_appetite,investment_goal,age_group
FUND03823,SBI Value Fund,Equity,11.78,Moderate,Mutual funds see record inflows this quarter,USER1450,29,High,retirement,26-35
FUND03824,ICICI Growth Fund,Index,12.91,High,High-risk funds show unexpected performance,USER0355,37,High,retirement,36-45
FUND03825,ICICI Value Fund,Hybrid,8.65,Moderate,Index funds outperform actively managed peers,USER0465,53,Moderate,retirement,46-60
FUND03826,Kotak Value Fund,Equity,17.86,Low,Markets rally as tech stocks gain momentum,USER0366,44,Moderate,tax saving,36-45
FUND03827,ICICI Growth Fund,Balanced,6.12,Moderate,Strong corporate earnings boost investor sentiment,USER1535,22,Moderate,retirement,18-25
FUND03828,ICICI Growth Fund,Sectoral,14.44,Moderate,Federal Reserve hints at interest rate cuts,USER0764,57,High,retirement,46-60
FUND03829,Kotak Index Fund,Sectoral,17.91,Moderate,Markets rally as tech stocks gain momentum,USER1786,45,Moderate,retirement,36-45
FUND03830,Kotak Value Fund,Sectoral,14.4,Moderate,Strong corporate earnings boost investor sentiment,USER0172,59,Low,short-term gain,46-60
FUND03831,Axis Tax Saver Fund,Equity,10.99,Moderate,Index funds outperform actively managed peers,USER1451,26,High,long-term growth,26-35
FUND03832,SBI Value Fund,Hybrid,9.36,Moderate,Economic growth forecasts revised upward,USER0763,48,Low,retirement,46-60
FUND03833,ICICI Index Fund,Balanced,17.18,Moderate,Economic growth forecasts revised upward,USER1630,26,High,retirement,26-35
FUND03834,ICICI Tax Saver Fund,Balanced,4.89,Low,High-risk funds show unexpected performance,USER0654,25,High,retirement,18-25
FUND03835,Axis Value Fund,Index,7.15,Low,Federal Reserve hints at interest rate cuts,USER0844,48,High,tax saving,46-60
FUND03836,Kotak Growth Fund,Balanced,10.01,Moderate,Index funds outperform actively managed peers,USER0251,53,Moderate,long-term growth,46-60
FUND03837,Kotak Value Fund,Equity,18.19,Low,Economic growth forecasts revised upward,USER0621,51,High,long-term growth,46-60
FUND03838,Kotak Value Fund,Hybrid,13.9,Moderate,Strong corporate earnings boost investor sentiment,USER0942,55,Moderate,tax saving,46-60
FUND03839,SBI Index Fund,Balanced,7.16,Moderate,Strong corporate earnings boost investor sentiment,USER1449,33,Low,tax saving,26-35
FUND03840,HDFC Balanced Fund,Sectoral,10.45,High,Investors shift focus to emerging markets,USER1802,62,Low,child education,
FUND03841,ICICI Tax Saver Fund,Hybrid,8.93,High,Economic growth forecasts revised upward,USER0980,30,High,long-term growth,26-35
FUND03842,Axis Index Fund,Equity,8.45,Moderate,Investors shift focus to emerging markets,USER0889,24,High,child education,18-25
FUND03843,Kotak Index Fund,Debt,16.89,Moderate,Strong corporate earnings boost investor sentiment,USER1259,54,Low,child education,46-60
FUND03844,Kotak Balanced Fund,Index,5.14,High,Strong corporate earnings boost investor sentiment,USER0526,45,High,retirement,36-45
FUND03845,HDFC Growth Fund,Index,20.04,Low,High-risk funds show unexpected performance,USER1175,50,Moderate,long-term growth,46-60
FUND03846,ICICI Growth Fund,Sectoral,16.14,Moderate,Markets rally as tech stocks gain momentum,USER1557,35,Low,short-term gain,26-35
FUND03847,ICICI Balanced Fund,Balanced,17.45,Moderate,Strong corporate earnings boost investor sentiment,USER1207,47,High,short-term gain,46-60
FUND03848,Kotak Index Fund,Hybrid,9.69,Low,Financial sector poised for recovery,USER1063,63,High,short-term gain,
FUND03849,Axis Tax Saver Fund,Hybrid,11.25,Moderate,Index funds outperform actively managed peers,USER1682,26,High,retirement,26-35
FUND03850,SBI Growth Fund,Balanced,4.83,High,Economic growth forecasts revised upward,USER0610,50,Moderate,child education,46-60
FUND03851,SBI Tax Saver Fund,Sectoral,9.38,High,High-risk funds show unexpected performance,USER0817,56,High,retirement,46-60
FUND03852,Axis Balanced Fund,Index,14.47,Moderate,Federal Reserve hints at interest rate cuts,USER1956,23,High,short-term gain,18-25
FUND03853,Axis Value Fund,Index,18.48,Low,Federal Reserve hints at interest rate cuts,USER1487,47,Low,long-term growth,46-60
FUND03854,ICICI Index Fund,Hybrid,6.46,Low,Markets rally as tech stocks gain momentum,USER0608,62,Moderate,retirement,
FUND03855,Kotak Value Fund,Index,10.17,High,Federal Reserve hints at interest rate cuts,USER0610,50,Moderate,child education,46-60
FUND03856,ICICI Growth Fund,Index,11.24,High,Index funds outperform actively managed peers,USER0897,34,Low,tax saving,26-35
FUND03857,Axis Index Fund,Index,5.02,Low,High-risk funds show unexpected performance,USER1137,60,Low,retirement,46-60
FUND03858,HDFC Tax Saver Fund,Debt,14.96,Low,High-risk funds show unexpected performance,USER1359,22,Moderate,short-term gain,18-25
FUND03859,Kotak Tax Saver Fund,Sectoral,8.38,Low,Markets rally as tech stocks gain momentum,USER0693,59,Moderate,tax saving,46-60
FUND03860,Kotak Tax Saver Fund,Balanced,11.02,Moderate,Oil prices stabilize amid geopolitical tensions,USER1447,58,Moderate,short-term gain,46-60
FUND03861,HDFC Value Fund,Sectoral,9.74,Low,Oil prices stabilize amid geopolitical tensions,USER1879,43,Moderate,long-term growth,36-45
FUND03862,ICICI Tax Saver Fund,Balanced,8.05,Moderate,Investors shift focus to emerging markets,USER0315,58,Moderate,short-term gain,46-60
FUND03863,HDFC Value Fund,Equity,11.96,High,Mutual funds see record inflows this quarter,USER0429,63,Moderate,short-term gain,
FUND03864,Kotak Index Fund,Sectoral,10.92,High,High-risk funds show unexpected performance,USER1269,23,High,child education,18-25
FUND03865,ICICI Balanced Fund,Index,10.14,Moderate,Markets rally as tech stocks gain momentum,USER1098,42,Moderate,tax saving,36-45
FUND03866,ICICI Balanced Fund,Index,8.36,High,Strong corporate earnings boost investor sentiment,USER1820,35,High,retirement,26-35
FUND03867,ICICI Value Fund,Debt,13.6,Moderate,Strong corporate earnings boost investor sentiment,USER0102,51,Low,tax saving,46-60
FUND03868,HDFC Growth Fund,Debt,20.27,High,Oil prices stabilize amid geopolitical tensions,USER0809,58,Low,child education,46-60
FUND03869,Axis Index Fund,Debt,12.7,High,Markets rally as tech stocks gain momentum,USER0416,42,Low,tax saving,36-45
FUND03870,Kotak Index Fund,Debt,16.98,Low,High-risk funds show unexpected performance,USER1102,31,High,child education,26-35
FUND03871,Axis Tax Saver Fund,Balanced,5.05,Low,Oil prices stabilize amid geopolitical tensions,USER0094,47,Low,long-term growth,46-60
FUND03872,Kotak Value Fund,Debt,12.79,Low,Investors shift focus to emerging markets,USER1329,31,Moderate,long-term growth,26-35
FUND03873,Axis Growth Fund,Equity,6.51,High,Strong corporate earnings boost investor sentiment,USER1531,30,Low,child education,26-35
FUND03874,HDFC Index Fund,Sectoral,4.62,Moderate,Economic growth forecasts revised upward,USER1826,47,Moderate,long-term growth,46-60
FUND03875,Axis Growth Fund,Index,8.3,Moderate,Economic growth forecasts revised upward,USER1994,27,Moderate,child education,26-35
FUND03876,Kotak Growth Fund,Balanced,17.96,High,Index funds outperform actively managed peers,USER0138,65,Low,child education,
FUND03877,Kotak Growth Fund,Index,16.75,Moderate,Financial sector poised for recovery,USER0173,52,Low,long-term growth,46-60
FUND03878,HDFC Value Fund,Index,13.22,High,Financial sector poised for recovery,USER0654,25,High,retirement,18-25
FUND03879,HDFC Value Fund,Index,4.34,High,High-risk funds show unexpected performance,USER0160,27,Moderate,long-term growth,26-35
FUND03880,Kotak Index Fund,Index,11.02,Low,Strong corporate earnings boost investor sentiment,USER0695,43,Moderate,retirement,36-45
FUND03881,HDFC Balanced Fund,Hybrid,13.51,High,Financial sector poised for recovery,USER1627,23,Low,long-term growth,18-25
FUND03882,HDFC Balanced Fund,Hybrid,12.88,Moderate,Markets rally as tech stocks gain momentum,USER0368,38,High,retirement,36-45
FUND03883,SBI Balanced Fund,Debt,2.78,Moderate,Oil prices stabilize amid geopolitical tensions,USER1825,44,Low,retirement,36-45
FUND03884,ICICI Value Fund,Equity,7.55,Moderate,Markets rally as tech stocks gain momentum,USER1553,46,Moderate,retirement,46-60
FUND03885,HDFC Index Fund,Balanced,11.68,Moderate,Strong corporate earnings boost investor sentiment,USER1952,29,Low,retirement,26-35
FUND03886,ICICI Value Fund,Hybrid,14.68,Moderate,Oil prices stabilize amid geopolitical tensions,USER0903,47,Low,retirement,46-60
FUND03887,Axis Value Fund,Index,1.02,High,Index funds outperform actively managed peers,USER0352,36,Low,long-term growth,36-45
FUND03888,SBI Tax Saver Fund,Hybrid,11.19,High,Federal Reserve hints at interest rate cuts,USER0021,61,Moderate,tax saving,
FUND03889,HDFC Balanced Fund,Debt,12.72,High,High-risk funds show unexpected performance,USER0381,50,Low,long-term growth,46-60
FUND03890,SBI Growth Fund,Debt,16.25,Moderate,High-risk funds show unexpected performance,USER0970,30,Low,tax saving,26-35
FUND03891,Kotak Value Fund,Balanced,15.46,Moderate,Financial sector poised for recovery,USER0803,22,Moderate,short-term gain,18-25
FUND03892,SBI Balanced Fund,Sectoral,14.91,High,Financial sector poised for recovery,USER0311,40,Low,short-term gain,36-45
FUND03893,SBI Index Fund,Balanced,8.0,Moderate,Index funds outperform actively managed peers,USER1257,56,High,long-term growth,46-60
FUND03894,SBI Balanced Fund,Balanced,2.46,High,Financial sector poised for recovery,USER1624,22,High,tax saving,18-25
FUND03895,ICICI Balanced Fund,Sectoral,10.03,Moderate,Financial sector poised for recovery,USER1256,55,High,long-term growth,46-60
FUND03896,Axis Value Fund,Balanced,17.01,Low,Investors shift focus to emerging markets,USER1909,60,High,long-term growth,46-60
FUND03897,HDFC Balanced Fund,Sectoral,18.97,Moderate,Strong corporate earnings boost investor sentiment,USER1684,42,High,child education,36-45
FUND03898,ICICI Tax Saver Fund,Equity,15.55,Moderate,Economic growth forecasts revised upward,USER0130,36,Moderate,tax saving,36-45
FUND03899,SBI Tax Saver Fund,Balanced,14.15,High,Financial sector poised for recovery,USER1955,55,Moderate,short-term gain,46-60
FUND03900,Axis Index Fund,Sectoral,13.9,Low,Investors shift focus to emerging markets,USER1681,41,Moderate,child education,36-45
FUND03901,SBI Balanced Fund,Sectoral,9.22,High,Strong corporate earnings boost investor sentiment,USER1255,44,High,long-term growth,36-45
FUND03902,SBI Tax Saver Fund,Hybrid,11.35,Moderate,High-risk funds show unexpected performance,USER0391,34,Moderate,retirement,26-35
FUND03903,Axis Balanced Fund,Sectoral,20.35,Moderate,Markets rally as tech stocks gain momentum,USER0355,37,High,retirement,36-45
FUND03904,ICICI Index Fund,Index,7.29,Low,Strong corporate earnings boost investor sentiment,USER0395,58,High,child education,46-60
FUND03905,HDFC Value Fund,Debt,20.07,Moderate,Index funds outperform actively managed peers,USER1356,49,Low,tax saving,46-60
FUND03906,ICICI Balanced Fund,Debt,10.39,Moderate,Federal Reserve hints at interest rate cuts,USER1798,46,Low,short-term gain,46-60
FUND03907,Kotak Growth Fund,Balanced,18.63,Low,Federal Reserve hints at interest rate cuts,USER0647,23,Low,tax saving,18-25
FUND03908,SBI Index Fund,Index,4.97,High,Oil prices stabilize amid geopolitical tensions,USER1435,63,Moderate,tax saving,
FUND03909,HDFC Tax Saver Fund,Debt,14.93,High,Markets rally as tech stocks gain momentum,USER0884,23,Moderate,child education,18-25
FUND03910,ICICI Value Fund,Balanced,8.32,Low,Federal Reserve hints at interest rate cuts,USER1040,25,Moderate,child education,18-25
FUND03911,Axis Growth Fund,Hybrid,4.92,High,Index funds outperform actively managed peers,USER1731,26,High,long-term growth,26-35
FUND03912,HDFC Value Fund,Sectoral,13.09,High,Economic growth forecasts revised upward,USER1827,45,Moderate,short-term gain,36-45
FUND03913,Kotak Growth Fund,Equity,17.05,Moderate,Strong corporate earnings boost investor sentiment,USER0758,62,Moderate,tax saving,
FUND03914,Kotak Tax Saver Fund,Debt,7.78,Low,Oil prices stabilize amid geopolitical tensions,USER0396,23,Moderate,retirement,18-25
FUND03915,SBI Balanced Fund,Balanced,4.5,High,Investors shift focus to emerging markets,USER1915,24,High,tax saving,18-25
FUND03916,ICICI Balanced Fund,Balanced,11.54,High,Oil prices stabilize amid geopolitical tensions,USER1894,27,High,long-term growth,26-35
FUND03917,Axis Balanced Fund,Equity,11.56,High,Federal Reserve hints at interest rate cuts,USER0626,50,Low,tax saving,46-60
FUND03918,SBI Tax Saver Fund,Hybrid,14.74,Low,Strong corporate earnings boost investor sentiment,USER0772,28,Moderate,retirement,26-35
FUND03919,ICICI Growth Fund,Debt,16.75,High,Mutual funds see record inflows this quarter,USER0542,65,Moderate,child education,
FUND03920,SBI Growth Fund,Debt,11.7,Low,Economic growth forecasts revised upward,USER1173,35,High,long-term growth,26-35
FUND03921,ICICI Tax Saver Fund,Sectoral,21.28,Moderate,Mutual funds see record inflows this quarter,USER1195,63,High,long-term growth,
FUND03922,Axis Growth Fund,Sectoral,13.12,Low,Federal Reserve hints at interest rate cuts,USER0384,35,Low,retirement,26-35
FUND03923,SBI Growth Fund,Debt,10.27,Moderate,Index funds outperform actively managed peers,USER0922,61,Moderate,tax saving,
FUND03924,HDFC Index Fund,Equity,3.94,Moderate,Federal Reserve hints at interest rate cuts,USER0240,63,Moderate,child education,
FUND03925,ICICI Growth Fund,Sectoral,10.69,High,Investors shift focus to emerging markets,USER0480,36,Low,tax saving,36-45
FUND03926,ICICI Tax Saver Fund,Index,10.32,Moderate,High-risk funds show unexpected performance,USER1720,63,Low,child education,
FUND03927,Kotak Growth Fund,Sectoral,16.8,Moderate,Mutual funds see record inflows this quarter,USER1968,55,High,child education,46-60
FUND03928,HDFC Index Fund,Balanced,14.31,Low,Financial sector poised for recovery,USER1035,31,Moderate,long-term growth,26-35
FUND03929,Kotak Tax Saver Fund,Index,6.1,Low,Federal Reserve hints at interest rate cuts,USER0057,37,Moderate,retirement,36-45
FUND03930,SBI Index Fund,Sectoral,12.86,Moderate,High-risk funds show unexpected performance,USER0938,48,Moderate,retirement,46-60
FUND03931,Axis Balanced Fund,Hybrid,15.36,High,Markets rally as tech stocks gain momentum,USER0319,64,Low,long-term growth,
FUND03932,Axis Tax Saver Fund,Hybrid,19.64,High,Markets rally as tech stocks gain momentum,USER0096,63,Moderate,long-term growth,
FUND03933,SBI Value Fund,Sectoral,16.44,Low,Oil prices stabilize amid geopolitical tensions,USER1631,23,Moderate,retirement,18-25
FUND03934,SBI Value Fund,Balanced,15.8,High,Strong corporate earnings boost investor sentiment,USER0345,32,Low,child education,26-35
FUND03935,Kotak Value Fund,Balanced,12.3,Moderate,Oil prices stabilize amid geopolitical tensions,USER1748,63,High,retirement,
FUND03936,HDFC Balanced Fund,Index,13.94,Low,High-risk funds show unexpected performance,USER0326,28,Low,retirement,26-35
FUND03937,SBI Tax Saver Fund,Index,18.25,Moderate,Strong corporate earnings boost investor sentiment,USER0012,24,High,child education,18-25
FUND03938,ICICI Balanced Fund,Equity,5.34,Moderate,Oil prices stabilize amid geopolitical tensions,USER1354,58,Moderate,long-term growth,46-60
FUND03939,SBI Growth Fund,Index,10.25,Moderate,Investors shift focus to emerging markets,USER0270,60,Moderate,long-term growth,46-60
FUND03940,Kotak Balanced Fund,Debt,8.14,Low,Mutual funds see record inflows this quarter,USER0696,55,Low,long-term growth,46-60
FUND03941,ICICI Balanced Fund,Hybrid,13.9,High,Economic growth forecasts revised upward,USER0504,56,High,long-term growth,46-60
FUND03942,SBI Value Fund,Sectoral,18.15,Moderate,High-risk funds show unexpected performance,USER1868,37,Moderate,tax saving,36-45
FUND03943,HDFC Value Fund,Sectoral,9.02,Low,Strong corporate earnings boost investor sentiment,USER1841,27,Moderate,long-term growth,26-35
FUND03944,Kotak Balanced Fund,Hybrid,0.05,Low,Markets rally as tech stocks gain momentum,USER0453,25,Low,child education,18-25
FUND03945,ICICI Index Fund,Debt,9.94,Low,Mutual funds see record inflows this quarter,USER0766,64,Low,retirement,
FUND03946,Kotak Balanced Fund,Hybrid,16.57,High,Oil prices stabilize amid geopolitical tensions,USER1782,59,High,short-term gain,46-60
FUND03947,Axis Tax Saver Fund,Index,14.69,High,Economic growth forecasts revised upward,USER1129,49,Low,long-term growth,46-60
FUND03948,SBI Balanced Fund,Hybrid,14.14,Moderate,Investors shift focus to emerging markets,USER1730,37,High,short-term gain,36-45
FUND03949,SBI Value Fund,Debt,10.6,Moderate,Mutual funds see record inflows this quarter,USER0757,39,Moderate,long-term growth,36-45
FUND03950,SBI Value Fund,Balanced,5.6,Moderate,Federal Reserve hints at interest rate cuts,USER1303,60,Moderate,child education,46-60
